course_department;course_code;professor;time;course_title;completed;total_entrolled;lab_section_content;clear_and_organized;instructor_established_rapport;coordination_with_lectures;the_course_as_a_whole;instructor_was_accessible;instructor_was_challenging;amount_learned;instructor_feedback;relevance_and_usefulness_of_homework;instuctors_interest;quiz_section_content;instructor_was_knowledgeable;instructors_effectiveness;instructors_contribution;grading_techniques;instructor_overall;effectiveness_of_format;tailoring_instruction_to_skills;textbook_overall;instructor_was_enthusiastic;quiz_section_as_a_whole;procedures_and_skills_taught;the_course_content;the_lab_section_as_a_whole;rotation_and_studio_as_a_whole
AA;598;mitsuru kurosaka;au14;Special Topics in Aeronautics and Astronautics;6;9;NULL;NULL;NULL;NULL;2.5;NULL;NULL;3.17;NULL;NULL;3.1;NULL;NULL;2.17;2.5;2.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.0;NULL;NULL
AA;598;kuen lin;wi14;Special Topics in Aeronautics and Astronautics;10;24;NULL;NULL;NULL;NULL;3.9;NULL;NULL;3.67;NULL;NULL;3.92;NULL;NULL;3.83;3.7;3.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.9;NULL;NULL
AA;598;uy-loi ly;sp14;Special Topics in Aeronautics and Astronautics;6;8;NULL;NULL;NULL;NULL;3.75;NULL;NULL;NULL;4.75;NULL;NULL;NULL;NULL;NULL;3.5;3.5;NULL;3.5;3.0;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AA;598;patrick safarian;au14;Special Topics in Aeronautics and Astronautics;5;7;NULL;NULL;NULL;NULL;3.0;NULL;NULL;4.0;NULL;NULL;4.0;NULL;NULL;4.0;3.0;2.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
AA;598;luke richard;sp14;Special Topics in Aeronautics and Astronautics;10;26;NULL;NULL;NULL;NULL;3.93;NULL;NULL;4.1;NULL;NULL;4.25;NULL;NULL;4.3;4.5;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AA;598;kuen lin;sp14;Special Topics in Aeronautics and Astronautics;9;26;NULL;NULL;NULL;NULL;3.4;NULL;NULL;3.88;NULL;NULL;3.88;NULL;NULL;3.4;3.4;3.63;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.63;NULL;NULL
AA;598;anshu narang-siddarth;sp14;Special Topics in Aeronautics and Astronautics;3;3;NULL;NULL;NULL;NULL;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
AAS;101;connie so;su14;Introduction to Asian American Cultures;9;15;NULL;NULL;NULL;NULL;4.86;NULL;NULL;4.7;NULL;NULL;4.7;NULL;NULL;4.75;4.86;4.93;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.86;NULL;NULL
AAS;101;moon-ho jung;au13;Introduction to Asian American Cultures;114;124;NULL;NULL;NULL;NULL;4.34;NULL;NULL;4.44;NULL;NULL;4.41;NULL;NULL;4.7;4.77;3.49;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
AAS;101;connie so;su13;Introduction to Asian American Cultures;11;13;NULL;NULL;NULL;NULL;4.71;NULL;NULL;4.81;NULL;NULL;4.89;NULL;NULL;4.89;5.0;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.89;NULL;NULL
AAS;206;connie so;wi14;Contemporary Problems of Asian Americans;40;64;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.53;NULL;NULL;4.5;NULL;NULL;4.59;4.78;4.21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
AAS;206;connie so;su14;Contemporary Problems of Asian Americans;7;17;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.92;NULL;NULL;4.92;NULL;NULL;4.8;4.8;4.63;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.8;NULL;NULL
AAS;206;connie so;su13;Contemporary Problems of Asian Americans;17;18;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.56;NULL;NULL;4.56;NULL;NULL;4.42;4.25;4.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.4;NULL;NULL
AAS;210;connie so;sp13;Asian-American Identity;8;43;NULL;NULL;NULL;NULL;4.17;NULL;NULL;3.83;NULL;NULL;4.17;NULL;NULL;3.5;4.7;3.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AAS;210;connie so;sp14;Asian-American Identity;10;30;NULL;NULL;NULL;NULL;4.79;NULL;NULL;4.79;NULL;NULL;4.79;NULL;NULL;4.79;4.79;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;NULL;NULL
AAS;250;gail nomura;sp13;Asian American Oral History;20;22;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.77;NULL;NULL;4.59;NULL;NULL;4.59;4.59;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
AAS;310;gail nomura;sp14;NULL;27;43;NULL;NULL;NULL;NULL;4.45;NULL;NULL;4.84;NULL;NULL;4.81;NULL;NULL;4.66;4.54;4.83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.54;NULL;NULL
AAS;320;stephen sumida;sp14;Hawaii's Literatures;30;45;NULL;NULL;NULL;NULL;4.86;NULL;NULL;4.87;NULL;NULL;4.92;NULL;NULL;4.87;4.9;4.87;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.84;NULL;NULL
AAS;330;stephen sumida;au14;Asian American Theater;33;42;NULL;NULL;NULL;NULL;4.95;NULL;NULL;4.83;NULL;NULL;4.83;NULL;NULL;4.87;4.91;4.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.87;NULL;NULL
AAS;350;connie so;wi14;Chinese American History and Culture;8;23;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.7;NULL;NULL;4.7;NULL;NULL;4.25;4.7;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
AAS;360;third andresen;au14;Filipino-American History and Culture;19;20;NULL;NULL;NULL;NULL;4.82;NULL;NULL;4.82;NULL;NULL;4.87;NULL;NULL;4.77;4.82;4.77;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.82;NULL;NULL
AAS;360;third andresen;au13;Filipino-American History and Culture;17;24;NULL;NULL;NULL;NULL;3.8;NULL;NULL;3.83;NULL;NULL;3.83;NULL;NULL;3.13;4.0;2.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.38;NULL;NULL
AAS;370;tetsuden kashima;au14;Japanese-American History and Culture;8;12;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.25;NULL;NULL;4.7;NULL;NULL;4.7;4.83;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
AAS;372;tetsuden kashima;wi14;Internment Camps in North America: United States and Canada;10;12;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.79;NULL;NULL;4.79;NULL;NULL;4.25;4.79;4.79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.3;NULL;NULL
AAS;380;tetsuden kashima;sp13;Asian-American Communities and Social Policies;17;25;NULL;NULL;NULL;NULL;3.75;NULL;NULL;4.0;NULL;NULL;4.08;NULL;NULL;3.86;4.0;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AAS;380;tetsuden kashima;sp14;Asian-American Communities and Social Policies;15;23;NULL;NULL;NULL;NULL;4.08;NULL;NULL;4.13;NULL;NULL;4.67;NULL;NULL;4.25;4.56;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.38;NULL;NULL
AAS;385;gail nomura;au13;Asian Americans: The Law and Immigration;14;17;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.72;NULL;NULL;4.63;NULL;NULL;4.63;4.63;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
AAS;385;gail nomura;au14;Asian Americans: The Law and Immigration;17;20;NULL;NULL;NULL;NULL;4.42;NULL;NULL;4.56;NULL;NULL;4.73;NULL;NULL;4.65;4.65;4.56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.65;NULL;NULL
AAS;392;gail nomura;wi14;Asian-American Women;29;43;NULL;NULL;NULL;NULL;4.23;NULL;NULL;4.38;NULL;NULL;4.75;NULL;NULL;4.22;4.45;4.19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.13;NULL;NULL
AAS;395;connie so;au14;Southeast-Asian Americans: History and Culture;10;22;NULL;NULL;NULL;NULL;4.88;NULL;NULL;4.79;NULL;NULL;4.75;NULL;NULL;4.79;4.88;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.88;NULL;NULL
AAS;395;connie so;au13;Southeast-Asian Americans: History and Culture;8;21;NULL;NULL;NULL;NULL;4.83;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;4.93;4.93;4.93;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
AAS;498;tetsuden kashima;sp13;Special Topics;3;5;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;NULL
ACCT;506;d shores;au13;NULL;42;49;NULL;NULL;NULL;NULL;4.29;NULL;NULL;4.5;NULL;NULL;4.66;NULL;NULL;4.5;4.66;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.19;NULL;NULL
ACCT;560;frank hodge;su13;NULL;25;28;NULL;NULL;NULL;NULL;4.36;NULL;NULL;4.33;NULL;NULL;4.72;NULL;NULL;4.76;4.76;3.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.21;NULL;NULL
ACCTG;199;ryan anthony;sp14;Accounting for Problem Solving;19;30;NULL;NULL;NULL;NULL;4.33;NULL;NULL;4.21;NULL;NULL;4.35;NULL;NULL;4.55;4.4;4.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.43;NULL;NULL
ACCTG;199;william wells;sp13;Accounting for Problem Solving;15;15;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.42;NULL;NULL;4.75;NULL;NULL;4.56;4.63;4.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.56;NULL;NULL
ACCTG;199;thomas phillips;wi14;Accounting for Problem Solving;26;30;NULL;NULL;NULL;NULL;4.82;NULL;NULL;4.91;NULL;NULL;4.98;NULL;NULL;4.91;4.88;4.85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.82;NULL;NULL
ACCTG;199;peter demerjian;au14;Accounting for Problem Solving;24;29;NULL;NULL;NULL;NULL;4.36;NULL;NULL;4.25;NULL;NULL;4.58;NULL;NULL;4.58;4.7;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.2;NULL;NULL
ACCTG;199;thomas phillips;au13;Accounting for Problem Solving;27;30;NULL;NULL;NULL;NULL;4.94;NULL;NULL;4.91;NULL;NULL;4.94;NULL;NULL;4.94;4.94;4.85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.89;NULL;NULL
ACCTG;215;ryan anthony;sp14;Introduction to Accounting and Financial Reporting;96;153;NULL;NULL;NULL;NULL;3.88;NULL;NULL;4.16;NULL;NULL;3.86;NULL;NULL;4.02;4.07;3.48;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.03;NULL;NULL
ACCTG;215;peter demerjian;au13;Introduction to Accounting and Financial Reporting;82;148;NULL;NULL;NULL;NULL;3.29;NULL;NULL;3.93;NULL;NULL;3.67;NULL;NULL;3.73;3.75;3.69;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.42;NULL;NULL
ACCTG;215;ryan anthony;su14;Introduction to Accounting and Financial Reporting;54;115;NULL;NULL;NULL;NULL;3.92;NULL;NULL;3.98;NULL;NULL;3.85;NULL;NULL;4.13;4.13;3.84;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
ACCTG;215;steve sefcik;sp13;Introduction to Accounting and Financial Reporting;93;157;NULL;NULL;NULL;NULL;3.84;NULL;NULL;4.06;NULL;NULL;4.03;NULL;NULL;4.1;4.4;3.58;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.84;NULL;NULL
ACCTG;215;steve sefcik;wi14;Introduction to Accounting and Financial Reporting;118;168;NULL;NULL;NULL;NULL;3.85;NULL;NULL;4.17;NULL;NULL;4.33;NULL;NULL;4.09;4.3;3.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.87;NULL;NULL
ACCTG;215;peter demerjian;au14;Introduction to Accounting and Financial Reporting;101;155;NULL;NULL;NULL;NULL;3.94;NULL;NULL;4.38;NULL;NULL;4.25;NULL;NULL;4.35;4.49;4.19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.01;NULL;NULL
ACCTG;215;geoff turck;su13;Introduction to Accounting and Financial Reporting;53;60;NULL;NULL;NULL;NULL;4.14;NULL;NULL;4.24;NULL;NULL;4.52;NULL;NULL;4.57;4.74;4.02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.19;NULL;NULL
ACCTG;215;geoff turck;su13;Introduction to Accounting and Financial Reporting;23;33;NULL;NULL;NULL;NULL;4.08;NULL;NULL;4.54;NULL;NULL;4.42;NULL;NULL;4.35;4.62;4.06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.09;NULL;NULL
ACCTG;215;ryan anthony;sp14;Introduction to Accounting and Financial Reporting;97;157;NULL;NULL;NULL;NULL;3.63;NULL;NULL;3.87;NULL;NULL;3.51;NULL;NULL;3.83;3.8;3.39;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.67;NULL;NULL
ACCTG;215;peter demerjian;au13;Introduction to Accounting and Financial Reporting;105;155;NULL;NULL;NULL;NULL;3.64;NULL;NULL;3.9;NULL;NULL;3.87;NULL;NULL;3.73;3.89;3.42;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.64;NULL;NULL
ACCTG;215;william wells;sp13;Introduction to Accounting and Financial Reporting;101;158;NULL;NULL;NULL;NULL;3.93;NULL;NULL;4.35;NULL;NULL;4.5;NULL;NULL;3.98;4.48;3.83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.02;NULL;NULL
ACCTG;215;peter demerjian;au14;Introduction to Accounting and Financial Reporting;96;155;NULL;NULL;NULL;NULL;4.1;NULL;NULL;4.41;NULL;NULL;4.39;NULL;NULL;4.5;4.69;4.09;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.08;NULL;NULL
ACCTG;215;ryan anthony;wi14;Introduction to Accounting and Financial Reporting;59;159;NULL;NULL;NULL;NULL;4.05;NULL;NULL;4.37;NULL;NULL;4.35;NULL;NULL;4.25;4.44;3.68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.03;NULL;NULL
ACCTG;215;peter demerjian;au13;Introduction to Accounting and Financial Reporting;97;154;NULL;NULL;NULL;NULL;3.45;NULL;NULL;4.02;NULL;NULL;3.67;NULL;NULL;3.64;3.67;3.59;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.72;NULL;NULL
ACCTG;215;roland dukes;au14;Introduction to Accounting and Financial Reporting;91;151;NULL;NULL;NULL;NULL;3.61;NULL;NULL;4.0;NULL;NULL;3.86;NULL;NULL;3.82;3.91;3.65;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.64;NULL;NULL
ACCTG;215;ryan anthony;wi14;Introduction to Accounting and Financial Reporting;119;149;NULL;NULL;NULL;NULL;3.9;NULL;NULL;4.18;NULL;NULL;4.08;NULL;NULL;4.34;4.45;3.74;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.92;NULL;NULL
ACCTG;225;elizabeth widdison;sp14;Fundamentals of Managerial Accounting;81;139;NULL;NULL;NULL;NULL;3.7;NULL;NULL;3.85;NULL;NULL;4.02;NULL;NULL;4.12;4.22;3.59;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.77;NULL;NULL
ACCTG;225;elizabeth widdison;au13;Fundamentals of Managerial Accounting;117;144;NULL;NULL;NULL;NULL;4.13;NULL;NULL;4.24;NULL;NULL;4.34;NULL;NULL;4.43;4.53;4.07;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.07;NULL;NULL
ACCTG;225;rory ernst;su14;Fundamentals of Managerial Accounting;18;23;NULL;NULL;NULL;NULL;3.8;NULL;NULL;4.04;NULL;NULL;4.14;NULL;NULL;4.1;4.17;3.72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ACCTG;225;rory ernst;su13;Fundamentals of Managerial Accounting;21;26;NULL;NULL;NULL;NULL;4.31;NULL;NULL;4.63;NULL;NULL;4.55;NULL;NULL;4.63;4.69;3.45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.19;NULL;NULL
ACCTG;225;elizabeth widdison;sp13;Fundamentals of Managerial Accounting;101;148;NULL;NULL;NULL;NULL;3.82;NULL;NULL;3.97;NULL;NULL;4.12;NULL;NULL;4.02;4.19;3.78;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
ACCTG;225;wendy baesler;wi14;Fundamentals of Managerial Accounting;126;153;NULL;NULL;NULL;NULL;3.84;NULL;NULL;4.02;NULL;NULL;4.19;NULL;NULL;4.02;4.12;3.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.86;NULL;NULL
ACCTG;225;joseph paperman;au14;Fundamentals of Managerial Accounting;74;147;NULL;NULL;NULL;NULL;3.76;NULL;NULL;3.88;NULL;NULL;3.96;NULL;NULL;3.89;4.02;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.86;NULL;NULL
ACCTG;225;elizabeth widdison;sp14;Fundamentals of Managerial Accounting;82;123;NULL;NULL;NULL;NULL;4.05;NULL;NULL;4.17;NULL;NULL;4.21;NULL;NULL;4.26;4.27;3.87;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.98;NULL;NULL
ACCTG;225;elizabeth widdison;sp13;Fundamentals of Managerial Accounting;85;144;NULL;NULL;NULL;NULL;3.81;NULL;NULL;3.99;NULL;NULL;4.03;NULL;NULL;3.87;4.06;3.82;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
ACCTG;225;wendy baesler;wi14;Fundamentals of Managerial Accounting;99;138;NULL;NULL;NULL;NULL;3.8;NULL;NULL;4.04;NULL;NULL;4.08;NULL;NULL;3.98;4.1;3.43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.77;NULL;NULL
ACCTG;225;rory ernst;sp13;Fundamentals of Managerial Accounting;25;36;NULL;NULL;NULL;NULL;4.11;NULL;NULL;4.64;NULL;NULL;4.58;NULL;NULL;4.72;4.67;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.15;NULL;NULL
ACCTG;225;wendy baesler;sp14;Fundamentals of Managerial Accounting;91;128;NULL;NULL;NULL;NULL;4.27;NULL;NULL;4.26;NULL;NULL;4.59;NULL;NULL;4.51;4.67;4.16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
ACCTG;225;wendy baesler;au13;Fundamentals of Managerial Accounting;44;71;NULL;NULL;NULL;NULL;3.97;NULL;NULL;3.83;NULL;NULL;4.06;NULL;NULL;4.21;4.17;3.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.89;NULL;NULL
ACCTG;225;max hewitt;sp13;Fundamentals of Managerial Accounting;71;86;NULL;NULL;NULL;NULL;4.57;NULL;NULL;4.54;NULL;NULL;4.84;NULL;NULL;4.8;4.91;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.51;NULL;NULL
ACCTG;225;joseph paperman;au14;Fundamentals of Managerial Accounting;60;125;NULL;NULL;NULL;NULL;3.55;NULL;NULL;3.7;NULL;NULL;3.79;NULL;NULL;3.57;3.58;3.74;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.59;NULL;NULL
ACCTG;225;elizabeth widdison;wi14;Fundamentals of Managerial Accounting;40;50;NULL;NULL;NULL;NULL;4.21;NULL;NULL;4.43;NULL;NULL;4.55;NULL;NULL;4.67;4.73;4.07;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.2;NULL;NULL
ACCTG;275;wendy baesler;su14;Accounting and Finance Essentials;11;12;NULL;NULL;NULL;NULL;4.89;NULL;NULL;4.58;NULL;NULL;4.71;NULL;NULL;4.95;5.0;4.58;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.89;NULL;NULL
ACCTG;275;wendy baesler;su13;Accounting and Finance Essentials;14;16;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.63;NULL;NULL;4.63;NULL;NULL;4.72;4.8;4.63;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.63;NULL;NULL
ACCTG;301;jane reich;sp14;Intermediate Accounting I;13;13;NULL;NULL;NULL;NULL;3.95;NULL;NULL;4.06;NULL;NULL;4.0;NULL;NULL;4.06;4.0;3.89;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.15;NULL;NULL
ACCTG;301;paul febry;au13;Intermediate Accounting I;42;52;NULL;NULL;NULL;NULL;3.93;NULL;NULL;3.93;NULL;NULL;3.79;NULL;NULL;3.8;4.08;4.03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.95;NULL;NULL
ACCTG;301;geoff turck;su14;Intermediate Accounting I;11;11;NULL;NULL;NULL;NULL;3.63;NULL;NULL;4.0;NULL;NULL;4.25;NULL;NULL;3.25;3.29;2.63;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ACCTG;301;whitney hassan;su13;Intermediate Accounting I;12;16;NULL;NULL;NULL;NULL;4.25;NULL;NULL;3.5;NULL;NULL;4.5;NULL;NULL;4.17;4.64;3.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ACCTG;301;jane reich;sp13;Intermediate Accounting I;16;19;NULL;NULL;NULL;NULL;4.1;NULL;NULL;4.5;NULL;NULL;3.83;NULL;NULL;4.14;4.17;3.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ACCTG;301;ryan anthony;wi14;Intermediate Accounting I;39;50;NULL;NULL;NULL;NULL;3.0;NULL;NULL;3.15;NULL;NULL;3.25;NULL;NULL;2.54;2.94;3.43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.18;NULL;NULL
ACCTG;301;terrence blackburne;au14;Intermediate Accounting I;37;46;NULL;NULL;NULL;NULL;3.68;NULL;NULL;3.75;NULL;NULL;4.08;NULL;NULL;3.45;3.96;3.83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.73;NULL;NULL
ACCTG;301;paul febry;au13;Intermediate Accounting I;41;59;NULL;NULL;NULL;NULL;3.24;NULL;NULL;3.61;NULL;NULL;3.61;NULL;NULL;3.26;3.74;3.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.38;NULL;NULL
ACCTG;301;ryan anthony;wi14;Intermediate Accounting I;27;31;NULL;NULL;NULL;NULL;3.55;NULL;NULL;3.93;NULL;NULL;4.25;NULL;NULL;3.2;3.56;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.64;NULL;NULL
ACCTG;301;terrence blackburne;au14;Intermediate Accounting I;27;55;NULL;NULL;NULL;NULL;3.46;NULL;NULL;3.95;NULL;NULL;4.39;NULL;NULL;3.79;4.08;3.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.78;NULL;NULL
ACCTG;301;ryan anthony;au13;Intermediate Accounting I;27;36;NULL;NULL;NULL;NULL;2.43;NULL;NULL;2.5;NULL;NULL;3.18;NULL;NULL;1.75;2.15;3.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.56;NULL;NULL
ACCTG;301;terrence blackburne;au14;Intermediate Accounting I;30;37;NULL;NULL;NULL;NULL;4.07;NULL;NULL;3.83;NULL;NULL;3.83;NULL;NULL;4.07;4.33;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.93;NULL;NULL
ACCTG;302;joseph paperman;sp14;Intermediate Accounting II;15;23;NULL;NULL;NULL;NULL;3.42;NULL;NULL;3.3;NULL;NULL;4.0;NULL;NULL;3.5;3.63;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.6;NULL;NULL
ACCTG;302;joseph paperman;au13;Intermediate Accounting II;19;24;NULL;NULL;NULL;NULL;3.57;NULL;NULL;3.29;NULL;NULL;3.29;NULL;NULL;3.25;3.42;2.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.56;NULL;NULL
ACCTG;302;d shores;wi14;Intermediate Accounting II;48;51;NULL;NULL;NULL;NULL;3.34;NULL;NULL;3.64;NULL;NULL;3.5;NULL;NULL;3.35;3.4;3.35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.33;NULL;NULL
ACCTG;302;joseph paperman;au14;Intermediate Accounting II;21;22;NULL;NULL;NULL;NULL;3.11;NULL;NULL;3.56;NULL;NULL;3.8;NULL;NULL;3.05;3.19;3.81;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.43;NULL;NULL
ACCTG;302;joseph paperman;sp14;Intermediate Accounting II;37;46;NULL;NULL;NULL;NULL;3.97;NULL;NULL;4.13;NULL;NULL;4.03;NULL;NULL;3.82;4.03;4.15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
ACCTG;302;d shores;sp13;Intermediate Accounting II;10;59;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.0;NULL;NULL;4.17;NULL;NULL;3.5;4.0;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ACCTG;302;d shores;wi14;Intermediate Accounting II;47;52;NULL;NULL;NULL;NULL;3.61;NULL;NULL;4.0;NULL;NULL;3.8;NULL;NULL;3.42;3.48;3.78;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.83;NULL;NULL
ACCTG;302;d shores;wi14;Intermediate Accounting II;19;21;NULL;NULL;NULL;NULL;4.21;NULL;NULL;4.5;NULL;NULL;4.5;NULL;NULL;4.65;4.5;4.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.1;NULL;NULL
ACCTG;303;jake thornock;sp14;Intermediate Accounting III;41;50;NULL;NULL;NULL;NULL;4.71;NULL;NULL;4.73;NULL;NULL;4.81;NULL;NULL;4.88;4.9;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.61;NULL;NULL
ACCTG;303;jane reich;au13;Intermediate Accounting III;7;8;NULL;NULL;NULL;NULL;3.8;NULL;NULL;4.0;NULL;NULL;3.67;NULL;NULL;4.0;4.0;3.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.67;NULL;NULL
ACCTG;303;jake thornock;sp13;Intermediate Accounting III;47;52;NULL;NULL;NULL;NULL;4.69;NULL;NULL;4.63;NULL;NULL;4.74;NULL;NULL;4.83;4.86;4.52;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.47;NULL;NULL
ACCTG;303;jane reich;wi14;Intermediate Accounting III;17;25;NULL;NULL;NULL;NULL;4.56;NULL;NULL;4.56;NULL;NULL;4.56;NULL;NULL;4.65;4.73;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.65;NULL;NULL
ACCTG;303;jane reich;au14;Intermediate Accounting III;39;49;NULL;NULL;NULL;NULL;4.53;NULL;NULL;4.61;NULL;NULL;4.65;NULL;NULL;4.78;4.72;4.45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.57;NULL;NULL
